kor_sentence,labels
"국내증시, 차익실현 물량 나오며 혼조 출발",0
"SK증권, 디지털자산 수탁 기업 '인피닛블록' 지분 투자",0
"신세계, 2Q 영업익 962억…흑자전환 [주목 e공시]",1
"코오롱티슈진, 390억원 유상증자",0
이노션 2분기 영업이익 325억원…작년 동기 대비 103.6%↑,1
"목표가 코앞인 LG엔솔…""더 오른다"" vs ""고점""",1
최근 가장 많이 오른 암호화폐는 'NFT 코인',0
삼성생명 2분기 영업이익 335억원…작년 동기 대비 93.9%↓,2
"쇼박스, 넷플릭스와 OTT 계약 소식에 10%대 강세",1
"이상 해외송금, 7조원보다 많다…검찰은 가상자산 '환치기' 의심",1
" 원/달러 환율 9.6원 오른 1,312.0원(개장)",0
국제 유가 하락에 항공株 동반 강세…진에어 9.6%↑,1
계속되는 '셀 코리아' 조정 불가피…테이퍼링 시점 '주목' [주간전망],0
계속되는 '셀 코리아' 조정 불가피…테이퍼링 시점 '주목' [주간전망],0
(마감)프로그램 1355억 매도 우위,2
하나·모두투어 상반기 영업익 소폭 개선…노랑풍선은 적자↑,1
"원/달러 환율 하락 출발 후 반등…장초반 1,170원 돌파",0
"""美 증시 눈치보기""…국내증시 혼조 출발",0
"KTB투자증권, 상반기 순이익 928억···전년比 1327.7%↑",1
(마감)코스피 기관 2010억 매도 우위,2
"코스피 0.89%, 코스닥 2.86% 급락…삼전 내리고 카뱅 오르고",2
"""농심, 분기별 점진적 회복세 전망""-NH",1
"코스피, 간밤 美 증시 여파에 장중 2500선 '붕괴'…코스닥도 ↓",2
"아가방컴퍼니, 서울시 초대형 양육지원 종합계획에 '上'",1
"선앤엘, 올 상반기 매출 2242억 달성…전년 동기比 5.7%↑",1
(마감)코스피 기관 4095억 매수 우위,1
'간편송금 금지' 검토에 카카오페이 주가 '와르르',2
"""오늘은 제발 올라주길""…삼성전자, 450만 개미들의 기도",0
"""예상보다 더딘 회복에 유상증자설까지""…제주항공 약세",2
"펄어비스, 16%대 상승세… 장중 시총 5위로",1
"금융위 ""4분기 내 M&A시 소액주주 보호 방안 발표""",0
 (20일) 신규상장=아주스틸(139990) 등,0
가상자산 친화도 1위는 미국·독일…한국은 29위,0
" 원/달러 환율 3.4원 오른 1,179.6원(마감)",1
"""대한해운, 벌크선 시황 악화에도 이익 견조할 것""-흥국",1
"사료株, 곡물가 강세 전망에 '함박웃음'…고려산업 6%대 ↑",1
"'폭주' 환율, 1,330원 이어 1,340원까지 돌파…13년 4개월만(종합2보)",1
"매출 10억달러 혁신치료제 줄줄이 대기…高성장 기업 노바티스, 배당까지 짭짤",1
다시 무너진 '6만전자'...美기술주 하락 '후폭풍',2
"셀트리온 3형제, 코로나19 항체치료제 美·유럽 진출 기대감에 급등",1
천장 뚫린 환율에 항공업계 '비명'…수출기업 환율효과도 '옛말',0
(마감)코스피 기관 6085억 매수 우위,1
"""LG이노텍, 하반기 실적도 기대된다""-DB",1
"키움證 ""JYP엔터, 하반기 아티스트 모멘텀 강화…실적 개선 전망""",1
"""올해 사상 최대실적 전망""…씨앤지하이테크, 장 초반 강세",1
" 원/달러 환율 8.1원 내린 1,165.6원(마감)",0
"유럽 중앙은행 ""디지털 유로 관련 조사, 내년 10월 마무리""",0
"휴젤, 1.5조원 규모 주식 양수도 계약으로 최대주주 변경 [주목 e공시]",0
"""美 IRA 법안 수혜""…포스코케미칼 강세",1
 초고수들 25일 오전 원전·방산주에 집중 베팅했다,0
"코스피, 금통위·잭슨홀미팅 앞두고 혼조세 마감",0
"원·달러 환율, 기준금리 인상에 진정세…1335원에 장 마감",0
"“휴켐스, MNB 장기계약에 배출권 가격 상승도…목표가 5%↑”-대신",1
"현대로템, 본계약 체결 기대감에 장중 52주 신고가",1
" 원/달러 환율 2.4원 오른 1,170.5원(마감)",1
(마감)코스피 기관 1005억 매수 우위,1
"메리츠證 ""GS건설, 하반기 실적 회복 기대감…자회사 모멘텀도 '부각'""",1
'드래곤볼·원피스' 도에이애니메이션 사상 최고가에 팬주주도 환희,1
우리·신한은행 '이상 해외 송금' 4조5천여억원서 더 늘었다,1
현대로템 4조원대 K2 수주…급락장 딛고 2%대 반등,1
"""용돈으로 돈 벌자""…코인에 40억 쏟아부은 10대들",0
채권에 몰린 개미 투심…KB증권 8개월 만에 리테일 채권 판매액 10조원 넘겨,0
"""Fed 긴축의지 재확인…고배당·유틸리티 ETF 주목""-하나",0
"DL이앤씨, 3310억 규모 정비사업 수주 [주목 e공시]",1
"위메이드, 미르4 흥행 기대감에 16%대 상승세",1
기술 더디고 '눈덩이 적자'…비틀대는 자율주행차,2
"'TIF 점유율 90%' 미래에셋운용, 국내 첫 TIF ETF 상장",0
"""배당 안정성 부각에 목표가↑""…롯데지주 강세",1
"SKC, SK와 합병설 부인하자 강세",1
"HSD엔진, 310억 규모 선박용 엔진 공급계약 [주목 e공시]",1
 (1일) 신규상장=일진하이솔루스(271940) 등,0
"""SK이노, 배터리 흑자전환 기대…주주가치 20조원 상향""-유안타",1
"케이뱅크, 9월 한달간 해외송금 수수료 무료 이벤트",1
"셀바스AI, 국내 최초 AI 의료 음성인식 솔루션 '셀비 메디보이스' 선보여",0
산업은행 20억달러 규모 외화채권 발행,0
"에이치피오, 각자 대표 체제로 재편…""성장전략 구체화""",0
" 원/달러 환율 1.1원 오른 1,356.0원(개장)",0
"KB증권, 글로벌원마켓 가입 고객 100만명 돌파",1
"이더리움 거래대금, 국내 가상자산 시장서 비트코인 앞질렀다",1
"카지노株 일제히 반등…""내국인 출입 업체 강원랜드 유망""",1
"'따상' 일진하이솔루스, 사흘 만에 하락 전환",2
"""美 스테이블코인 규제 초안, 협상 지연으로 발표 늦어질수도""",0
" 원/달러 환율 2.4원 오른 1,365.0원(개장)",0
'헌트' 관객 400만 돌파…버킷스튜디오 5%대 강세,1
"""제네시스 전기차 생산"" 발표 후 널뛰기 한 현대차 주가…왜?",0
"코스피 2400 턱걸이…13년만에 1,370원 넘은 환율",1
"""나만 몰랐나""…3개월간 65% 급등한 이 주식, 더 오른다고?",0
"이복현 ""회계 감독 강화할 것…중대한 회계부정엔 엄정 제재""",0
"젠큐릭스, 액체생검 간암 조기진단 국내 허가임상 신청",1
"환율 1,377원 급등에 눈치본 개인...코스피 2,410선 회복",1
'겹호재'에 쑥쑥 크는 키다리스튜디오,0
" 원·달러 환율, 1380원 돌파…13년 5개월 만에 처음",1
"나이벡, 항염증 펩타이드 동물실험 결과 SCI급 학술지 게재",0
"""달러강세 길어진다…환율 1,400원 돌파 가능성""",0
"천장 뚫린 환율…13년5개월 만에 1,380원 돌파",1
"현대중공업, 청약 첫 날 5.5조 몰렸다···통합 경쟁률 40대 1",0
"SK바사, 코로나 백신 WHO 긴급사용 신청에 강세",1
"카카오뱅크, 5거래일만에 반등 시도…오버행 우려 끝났나",1
"5대 원화마켓 거래소, 오늘 밤 이더리움 입출금 일시 중단",0
(마감)코스피 기관 1184억 매도 우위,2
'런던 브릿지가 무너졌다' 英 엘리자베스 2세 서거,0
"제이준코스메틱, '2021 올해의 브랜드 대상' 5년 연속 수상",1
"엠피코, 러시아 코로나19 백신 유통 합작법인 'PBTG' 설립 본격화",0
"유틸렉스, 임상전문가 문한림 박사 자문위원 영입",0
"""프로 골퍼 티샷도 거래""...신한금융, 골프대회 최초 NFT 발행",0
"마크 챈들러 ""달러 강세 6개월 이상 지속될 것…한국, 금리 인상 속도 느려""",0
"""한화에어로스페이스, 사업구조 재편 효과 클 듯…목표가 73% 상향""-SK",1
'별들의 전쟁' 한경 스타워즈 실전투자대회 오늘 개막,0
"KB금융, 프리미엄 종합자산관리센터 'KB 골드&와이즈 더퍼스트' 오픈",1
"유진투자증권, 서울대 스타트업과 AI 투자정보 서비스 개시",0
"원·달러 환율 7.2원 내린 1,373.6원 마감",0
정부 규제에 털썩…韓·美·中 빅테크 '동병상련',0
" 원/달러 환율 19.4원 오른 1,393.0원(개장)",0
국제유가 70달러 회복 소식에 정유株 '방긋'…S-Oil 3%대↑,1
"현대글로비스, 완성차 해상운송계약 체결[주목 e공시]",1
(마감)프로그램 1772억 매도 우위,2
"""올겨울 유가 100달러 간다""…정유주·ETF '가열'",0
"""미국공장 건설 불허""…엘앤에프 약세",2
"배우 배용준도 투자한 회사, 코스닥 입성 '초읽기'",0
" 초고수들, 애플 관련주 차익실현 나섰다",0
"코스피, 외국인 '사자' 0.15% 올라…네이버·카카오 반등 실패",1
"금감원, '차명투자 의혹' 강방천에 '직무정지' 중징계",0
" ""영원한 1위 없다""…지민홍, 5→1위로 순위 급상승",0
"NH투자증권, '주식 선물하기' 서비스 오픈",0
환율 1399원 터치…'수혜주' 현대차·기아 하락장서 강세,1
철강·원유·알루미늄株 급등…그린플레이션 온다,1
"그레이스케일 ""신탁·펀드 보유 ETHW, 판매 후 수익 분배 예정""",0
"""추석엔 해외주식""… 증권가 '서학개미 모시기' 경쟁 치열",0
" 원/달러 환율 3.0원 내린 1,385.0원(개장)",0
" 한국항공우주, 폴란드와 수주계약 체결로 강세",1
"""대기업 ESG 안건중 지배구조 비중 32%…환경분야 4% 미미""",2
"청담글로벌, 중국-한국 '하늘길' 확대에 '급등'",1
"비트코인, 기관 유입·골든크로스…""4만8000달러 안정적 돌파가 관건"" [강민승의 트레이드나우]",0
"비트코인, 기관 유입·골든크로스…""4만8000달러 안정적 돌파가 관건"" [강민승의 트레이드나우]",0
" 원/달러 환율 4.1원 내린 1,389.5원(마감)",0
"""한화시스템, K방산 수주 동반 수혜 기대""-IBK",1
" ""실적성장+밸류에이션 상승""…차량용 인포테인먼트 업체 모트렉스",1
[코스피·코스닥 전 거래일(21일) 주요공시],0
 ④천정부지 환율에 기업들 '초비상'…수익성 빨간불,2
(마감)코스피 외국인 608억 순매도,2
"""헝다그룹 위기, 리먼 사태 때와는 다를 것""",0
"""신약 승인 불투명""…한미약품 '약세'",2
'오징어게임' 흥행에…쇼박스·버킷스튜디오 급등,1
"코스피, 2개월여만에 장중 2,300선 붕괴(종합)",2
"""원가 상승분 메우기엔 인상 폭 크지 않다""…한전 주가는 1% 하락",2
"브래드 갈링하우스 리플 CEO ""SEC 소송, 정식재판 회부 없이 끝날 것""",0
"앞뒤 안맞는 中정책 반사이익 기대에 오른 철강株, 헝다 파문에 '와르르'",0
"원/달러 환율 1원 오른 1,176.5원 마감",0
"원·달러 환율, 13년반만에 최고...1,420원선 돌파",1
"대우조선해양, 한화그룹에 매각 논의 소식에 주가 ↑",1
(마감)코스피 기관 2800억 매수 우위,1
코인거래소 '먹튀 리스크' 해소됐지만…美·中 규제가 더 무섭다,1
" 원/달러 환율 3.3원 내린 1,428.0원(개장)",0
"현대건설, 1조2765억 규모 우동3구역 재개발 시공사 선정 [주목 e공시]",0
"팬오션, 증권가 호실적 예상에 8%대 상승세",1
(마감)프로그램 313억 매수 우위,1
코스피 5거래일 만 반등…뒷심 발휘하며 강보합권 마감,1
"""삼성전기, 업종에 대한 우려 앞서는 이익 개선 기대""-하이",1
"샘표, 자사주 취득계약 체결 소식에 주가 급등",1
"셀트리온 3사, 3%대 강세…'베그젤마' 미 FDA 판매허가 영향",1
"인트론바이오 ""SAL200 임상시험 결과, 국제학회서 발표""",0
(마감)프로그램 2494억 매도 우위,2
은행株 계절 왔다…금리인상 효과 4분기 본격화,0
"코스피, 하루만에 2200선 회복 출발…시총 상위주 일제 상승",1
"삼성자산운용, 삼성 글로벌 반도체 펀드 출시",0
"이복현 금감원장 ""디지털자산, 한미 민간 기업 협력 필요""",0
"김서준 ""플랫폼 노동자 보상받는 '프로토콜 경제' 시대 온다""",1
"형지I&C, 130억원 주주배정 유상증자",0
"아이폰14, 韓 사전예약 돌입…LG이노텍, 주가는 약세",2
"남북경협株, 김정은의 남북통신연락선 복원 언급에 상승",1
" 국전약품이 투자한 샤페론, 일반청약 흥행할까",1
"에이치엘사이언스, 기능성석류 안전성 연구 국제학술지 등재",1
경기방어주 중간 점검…강관주 봐야하는 이유 [증시프리즘],0
"""HK이노엔, 美·中진출 임박…매출 큰 폭 늘 것""-한양",1
(마감)코스피 기관 4880억 매도 우위,2
글로벌 경기 침체에도 배터리 3사 '호실적' 예고,1
"""삼성전자 사라면서요""…공매도에 분노하는 450만 개미들",2
10월 증시 순조로운 출발…코스피 장 초반 1.34% 상승,1
"세경하이테크 ""최대주주, 지분매각 포함 여러 전략적 방안 검토 중"" [주목 e공시]",0
[코스피·코스닥 전 거래일(4일) 주요공시],0
개인 팔고 외인·기관 사고… 코스피 장중 3000선 붕괴,2
"""고맙다 UN""…힘 못쓰던 은행주 급등",1
코스피 강보합 마감…코스닥은 1.64% 하락,2
개인·기관 6000억 순매수에도 삼천피 붕괴…셀트리온 10위로 밀려나,2
[코스피·코스닥 전 거래일(5일) 주요공시],0
" 코스피, 0.81% 상승 출발…이틀째 3000선 밑돌아",1
"이틀간 15% 급락했던 네이버, 8거래일 만 반등…2%대 강세",1
(마감)프로그램 2480억 매도 우위,2
"달러강세 숨고르기…원/달러 환율, 7.7원 내린 1,402.4원 마감",0
"""스튜디오드래곤, 3분기 실적 부진 전망에 목표가↓""-DB",2
"한국투자증권, '한국투자마이스터패밀리오피스랩' 출시",0
'상장 첫날' 힘 못쓰는 이노룰스…공모가 대비 5%↑,1
"코스피, 0.22% 내린 2232.84 마감…코스닥은 700선",2
"코스피, 기관 매수에 2960선 턱밑까지…네이버·카카오 5%대↑",1
 삼성전자 3분기 영업이익 15조8천억원…작년 동기 대비 27.9%↑,1
"NH선물서 7조원어치 '이상 거래' 포착…금감원, 대대적 조사 실시",2
"다스코, 279억 규모 국도 소음저감시설 공급계약[주목 e공시]",1
"이더리움 창시자가 세운 암호화폐 스타트업, 3.6兆 기업가치 인정받나",1
"""CJ ENM, 목표가 내리지만 바닥 근접하는 중""-하나",2
LG전자 장 초반 4%대 하락…3분기 실적부진에 실망 매물,2
(마감)코스피 외국인 1993억 순매수,1
"""삼성전기, IT 수요 부진폭 커…목표가 ↓""-하나",2
" 원/달러 환율 1.4원 오른 1,196.0원(개장)",0
"넷마블, 3개 분기 연속 적자 전망에 8%대 급락",2
"삼성운용, 삼성 글로벌 M&A 펀드 출시",0
"팔라스퀘어, NFT 거래액 1% 캐시백 이벤트…총 예산 7만 클레이",0
비트코인 쭉쭉 오르는데…내 알트코인은 왜 떨어진 걸까,0
美 CPI 발표 앞두고 '경계'…코스피·코스닥 약보합,0
삼성전자·SK하이닉스 바닥 찍었나…13일 장 초반 반등,1
힘 빠진 서학개미…3분기 외화증권 결제금액 전분기比 10%↓,2
(마감)코스피 기관 7714억 매수 우위,1
올 상반기 파생결합증권 발행 29.3조…전년比 34.9%↓,2
"KCC글라스, 원심력콘크리트 판매 둔화 예상…목표가 9.8%↓-한국투자증권",2
"돌아온 신라젠, 이틀 연속 '上'…거래정지 당시 종가 넘어서",1
" 원/달러 환율 7.0원 내린 1,186.8원(마감)",0
"코스피, 2% 넘게 오르며 2200선 회복…코스닥 4% 넘게 ↑",1
"""생큐 위메이드""…하나금투 권용규, 1위 올라",1
(마감)코스피 기관 2096억 매수 우위,1
"""카카오, 성장 둔화에 목표가↓…반등 여력 있다""-한국",0
"원/달러 환율 1,440원 돌파…장중 연고점 육박(종합)",1
"""일본 등 G7, 달러 강세 겨냥 시장개입 합의 실패""",0
카카오 4형제 반등 성공…증권가 반응은 찬바람,1
"스튜디오산타클로스, '마이네임' 흥행 조짐에 장 초반 급등",1
정기 예·적금 사상 최대 증가에 8월 통화량 25조원↑,1
" 원/달러 환율 5.2원 오른 1,187.6원(마감)",1
"롯데건설, 2천억원 유상증자…재무구조 안정화 차원",1
"코스피, 실적 시즌 기대감에 상승 출발…'7만전자' 안착할까",1
포스코홀딩스 3분기 영업이익 71%↓…태풍 피해로 급감(종합),2
" 원/달러 환율 3.5원 오른 1,426.2원(마감)",1
(마감)코스피 기관 1819억 매수 우위,1
[코스피·코스닥 전 거래일(19일) 주요공시],0
"긴축우려·엔저심화에 원/달러 환율 상승세…1,430원선 등락",1
"IBK투자증권, 대표이사 직속 ESG협의회 신설",0
"'무돌 Hero blaze : Three kimgdoms', 日 등 아시아 4개국 서비스 시작",1
"티웨이홀딩스, 3백40억원 주주배정 유상증자 결정",0
"SBF ""가상자산 증권성 여부 자체 분석…증권성 토큰 상장 안해""",0
"쌍용차, 에디슨모터스 품으로…쎄미시스코 주가 '껑충'",1
"""원자재값 하락에 3Q 부진""…고려아연, 2%대 하락",2
『화폐자산에 투자하라』…금· 달러· 비트코인 등 투자안내 신간,0
"모건스탠리 ""당분간 채권+고성장주+배당주로 대응해라""",0
ASML도 못피한 '공급망 병목'…메모리업계엔 호재 될 수도,1
"미래에셋캐피탈, 미래에셋증권 보통주 500억원 규모 장내 매수키로",0
"코스피, 간신히 3000선 사수…기관 순매수 덕분",1
"""공매도 말고…"" 삼성전자·포스코 주가 추락한 '진짜 이유' [박의명의 불개미 구조대]",2
 라이선스 전성시대 선두기업 에스제이그룹 투자포인트 3분 간단정리,0
"지놈앤컴퍼니, 자폐 신약 미국 FDA 패스트트랙 신청에 강세",1
"플래티어, 30억원 규모 자기주식 취득 결정[주목 e공시]",0
(마감)코스피 기관 3245억 매수 우위,1
"""현대차, 내년 실적 악화 전망…목표가 23만→21만""-메리츠",2
"""더블유게임즈, 신작·신사업 기대""…목표가 상향에 주가도 ↑",1
" 휴마시스, 코로나 검사키트 美 긴급사용승인에 강세",1
"누빈운용 ""글로벌 청정 인프라 임팩트 투자 전략 도입""",1
"코나아이, 부동산 가치평가 서비스 '자두, 여기 얼마' 선보여",0
"'돌아온 민감株' 코스피, 기관·외국인 매수에 상승마감",1
"원/달러 환율 연고점 돌파 후 반락…1,433.1원 마감",0
"한국코러스, 러 코로나 백신 생산 GMP 승인…""내달 중순 출하 기대""",1
위메이드 3분기 영업손실 280억원…적자 전환,2
"SK하이닉스, '어닝쇼크'에도…주가 소폭 상승",1
"소프트캠프, '실드라이브'서 폴라리스 오피스 웹 한글 문서 지원",0
환율변동성 확대에도 3분기 일평균 외환거래액 6.7% 감소,0
(마감)프로그램 755억 매수 우위,1
'1일 천하'…코오롱티슈진 거래 2일차 10% 폭락,2
"이오플로우, 66억원 규모 3자배정 유상증자",0
"삼성증권, 3분기 영업익 1561억원…전년比 56.9%↓",2
"코스피, 외국인·기관 '사자'에 상승…2260선 회복",1
"HMM, 해진공 CB 6000억 주식전환에 9%대 급락",2
현대로템 3분기 영업이익 318억원…작년 동기 대비 301.8%↑,1
"롯데관광개발, 제주 드림타워 복합리조트 투숙객 100만명 돌파 임박",1
기아 3분기 영업이익 1조3천270억원…작년 동기 대비 579.7%↑,1
" CZ ""부산대·동의대와 협력…교육 프로그램, 인턴쉽 제공 할 것""",0
"조선株, 잇단 수주 낭보…턴어라운드 시작되나",1
"제이브이엠, 3분기 영업이익 57억원…작년 동기대비 61.8% 늘어",1
아프리카TV 3분기 영업이익 207억원…작년동기비 10.6%↓,2
"셀트리온, 코로나19 항원 신속진단키트 디아트러스트 공급계약 체결[주목 e공시]",1
" 조선주, 수주 호황 기대에 '들썩'…이틀째 강세",1
"한국거래소, 베트남 장애인 빈곤가정에 암소 전달",0
"현대모비스, 보통주 22만주 소각 결정[주목 e공시]",0
"에쓰오일 ""석유화학 프로젝트 검토 중, 결정된 바 없어"" [주목 e공시]",0
현대중공업지주 3분기 영업이익 3천18억원…작년 대비 198.5%↑,1
"코스피, 외국인·기관 '팔자' 소폭 하락…코스닥도 내림세",2
한샘 3분기 영업손실 136억원…적자 전환,2
"채권시장 부랴부랴 사태수습…""영향은 지켜봐야""",0
다음 달부터 한국은행 외환심사도 온라인으로 받는다,0
"코스피, 외국인·기관 매도에 개장 30분만에 하락전환",2
"비상장 주식 시장, '영포티'들이 주목하는 이유",0
효성티앤씨 3분기 영업이익 4천339억원…작년 대비 555.9%↑,1
"""LG이노텍, 내년 실적 차별화 부각 전망""-KB",1
HK이노엔 3분기 영업이익 223억원…작년 동기 대비 30.4%↑,1
한국항공우주산업 3분기 영업이익 305억원…작년 대비 978.3%↑,1
글로벌 석유社도 수소·바이오에너지 투자 확대,1
" 요즘 뜨는 채권투자, 이것만은 꼭 알고 시작하자(1)",0
"인플레이션 우려에 강달러 전환…1,174원대서 등락",2
"삼성전자, 장중 6만원 '회복'…3거래일 만",1
"유진그룹, '위드 코로나' 채비 본격화…재택근무 비율 등 조절",0
도지코인(DOGE) 바람에 시바이누(SHIB)도 '훨훨'…일주일 새 28%↑,1
두산에너빌리티 3분기 영업이익 3천146억원…작년 대비 40.7%↑,1
"한국타이어, 반도체 부족·물류대란에 3분기 영업익 19.5%↓(종합)",2
" PER 1.8배, 태웅로직스의 믿기지 않는 밸류에이션",1
"카카오게임즈, 3분기 실적 부진에 장 초반 약세",2
" SK바이오사이언스, 노바백스 코로나 백신 첫 승인에 강세",1
"장현국 ""디파이 담보 청산, 일어나지 않을 것...충분히 대응 가능""",0
하나금융투자 '누가 알고 하나' 해외선물 투자대회 개최,0
동원산업 3분기 영업이익 633억원…작년 동기 대비 9%↓,2
"'상장 빔'에 눈먼 코인거래소…영문백서 달랑 올리고 ""번역기 돌려라""",0
"클레이튼 ""올해 말까지 KLAY 지출 중단""",0
카카오 3분기 영업이익 1천503억원…작년동기비 10.6% 감소(종합),2
"""여전히 부족한 전기차 인프라""…관련주 급등",1
은행에 비트코인 예금하러 갈 날이 머지 않은 이유 [한경 코알라],0
" 삼성 계열사, 사회안전시스템 구축에 50억원 기부(종합)",0
"플레이댑, 뉴욕 타임스퀘어에 등장…""P2E 게임 광고 캠페인 진행""",0
'파월 쇼크' 뚫나 했는데…막판 힘 빠진 코스피,0
"'코인시장 들썩' 비트코인 선물 ETF, 현물 투자와 차이점은?",0
"""BGF리테일, 목표가 22만→24만…경쟁사 압도하는 실적 전망""-신한",1
"""호실적에 신사업까지""…카카오게임즈, 이틀째 강세",1
"트위터, 가상자산 지갑 개발 중단…도지코인(DOGE) 8%↓",0
"휴온스, 3분기 영업익 20억…전년比 86.3%↓[주목 e공시]",2
" 원/달러 환율 1.0원 오른 1,182.6원(마감)",1
